name,type,weight_kg,heigth_cm,stats,moves,total_moves,hidden_ability
ponyta,['fire'],30,100.0,"{'hp': 50, 'attack': 85, 'defense': 55, 'special-attack': 65, 'special-defense': 65, 'speed': 90}","['stomp', 'double-kick', 'headbutt', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'growl', 'ember', 'flamethrower', 'low-kick', 'strength', 'solar-beam', 'fire-spin', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'flame-wheel', 'snore', 'curse', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'morning-sun', 'hidden-power', 'sunny-day', 'heat-wave', 'will-o-wisp', 'facade', 'secret-power', 'overheat', 'bounce', 'natural-gift', 'flare-blitz', 'captivate', 'flame-charge', 'round', 'echoed-voice', 'ally-switch', 'incinerate', 'inferno', 'wild-charge', 'play-rough', 'confide', 'mystical-fire', 'high-horsepower', 'solar-blade']",67,"{'run-away': False, 'flash-fire': False, 'flame-body': True}"
rapidash,['fire'],95,170.0,"{'hp': 65, 'attack': 100, 'defense': 70, 'special-attack': 80, 'special-defense': 80, 'speed': 105}","['pay-day', 'swords-dance', 'stomp', 'double-kick', 'headbutt', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'ember', 'flamethrower', 'hyper-beam', 'low-kick', 'strength', 'solar-beam', 'fire-spin', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'flame-wheel', 'snore', 'curse', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'baton-pass', 'iron-tail', 'hidden-power', 'sunny-day', 'heat-wave', 'will-o-wisp', 'facade', 'secret-power', 'overheat', 'bounce', 'natural-gift', 'flare-blitz', 'poison-jab', 'giga-impact', 'captivate', 'flame-charge', 'round', 'echoed-voice', 'ally-switch', 'incinerate', 'inferno', 'wild-charge', 'drill-run', 'play-rough', 'confide', 'mystical-fire', 'high-horsepower', 'solar-blade', 'throat-chop', 'smart-strike', 'scorching-sands']",77,"{'run-away': False, 'flash-fire': False, 'flame-body': True}"
slowpoke,"['water', 'psychic']",36,120.0,"{'hp': 90, 'attack': 65, 'defense': 65, 'special-attack': 40, 'special-defense': 40, 'speed': 15}","['pay-day', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'strength', 'thunder-wave', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'light-screen', 'reflect', 'bide', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'hail', 'facade', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'mud-sport', 'slack-off', 'weather-ball', 'signal-beam', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'me-first', 'aqua-tail', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'belch', 'confide', 'psychic-terrain', 'liquidation', 'expanding-force', 'tera-blast', 'snowscape', 'chilling-water']",114,"{'oblivious': False, 'own-tempo': False, 'regenerator': True}"
slowbro,"['water', 'psychic']",78,160.0,"{'hp': 95, 'attack': 75, 'defense': 110, 'special-attack': 100, 'special-defense': 80, 'speed': 30}","['mega-punch', 'pay-day', 'ice-punch', 'stomp', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-wave', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'slack-off', 'weather-ball', 'signal-beam', 'muddy-water', 'aerial-ace', 'iron-defense', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-tail', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'scald', 'heal-pulse', 'incinerate', 'bulldoze', 'razor-shell', 'confide', 'psychic-terrain', 'liquidation', 'body-press', 'expanding-force', 'tera-blast', 'snowscape', 'chilling-water']",134,"{'oblivious': False, 'own-tempo': False, 'regenerator': True}"
magnemite,"['electric', 'steel']",6,30.0,"{'hp': 25, 'attack': 35, 'defense': 70, 'special-attack': 95, 'special-defense': 55, 'speed': 45}","['headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'sonic-boom', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'bide', 'swift', 'flash', 'explosion', 'rest', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'lock-on', 'sandstorm', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'facade', 'charge', 'helping-hand', 'magic-coat', 'recycle', 'secret-power', 'metal-sound', 'signal-beam', 'iron-defense', 'shock-wave', 'gravity', 'gyro-ball', 'natural-gift', 'magnet-rise', 'mirror-shot', 'flash-cannon', 'discharge', 'iron-head', 'magnet-bomb', 'charge-beam', 'heavy-slam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'confide', 'eerie-impulse', 'electric-terrain', 'steel-beam', 'rising-voltage', 'tera-blast']",74,"{'magnet-pull': False, 'sturdy': False, 'analytic': True}"
magneton,"['electric', 'steel']",60,100.0,"{'hp': 50, 'attack': 60, 'defense': 95, 'special-attack': 120, 'special-defense': 70, 'speed': 70}","['headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'sonic-boom', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'bide', 'swift', 'flash', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'lock-on', 'sandstorm', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'facade', 'charge', 'helping-hand', 'magic-coat', 'recycle', 'secret-power', 'metal-sound', 'signal-beam', 'iron-defense', 'shock-wave', 'gravity', 'gyro-ball', 'natural-gift', 'magnet-rise', 'giga-impact', 'mirror-shot', 'flash-cannon', 'discharge', 'iron-head', 'magnet-bomb', 'charge-beam', 'heavy-slam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'confide', 'eerie-impulse', 'electric-terrain', 'steel-beam', 'rising-voltage', 'tera-blast']",77,"{'magnet-pull': False, 'sturdy': False, 'analytic': True}"
farfetchd,"['normal', 'flying']",15,80.0,"{'hp': 52, 'attack': 90, 'defense': 55, 'special-attack': 58, 'special-defense': 62, 'speed': 60}","['razor-wind', 'swords-dance', 'cut', 'gust', 'whirlwind', 'fly', 'sand-attack', 'headbutt', 'fury-attack', 'body-slam', 'take-down', 'double-edge', 'leer', 'peck', 'razor-leaf', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'focus-energy', 'bide', 'mirror-move', 'swift', 'skull-bash', 'sky-attack', 'rest', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'twister', 'sunny-day', 'psych-up', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'revenge', 'knock-off', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'covet', 'leaf-blade', 'roost', 'natural-gift', 'feint', 'pluck', 'tailwind', 'u-turn', 'close-combat', 'trump-card', 'last-resort', 'poison-jab', 'night-slash', 'air-slash', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'simple-beam', 'round', 'acrobatics', 'retaliate', 'final-gambit', 'work-up', 'confide', 'first-impression', 'solar-blade', 'laser-focus', 'throat-chop', 'brutal-swing', 'dual-wingbeat']",95,"{'keen-eye': False, 'inner-focus': False, 'defiant': True}"
doduo,"['normal', 'flying']",39,140.0,"{'hp': 35, 'attack': 85, 'defense': 45, 'special-attack': 35, 'special-defense': 35, 'speed': 75}","['swords-dance', 'wing-attack', 'whirlwind', 'fly', 'jump-kick', 'headbutt', 'fury-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'growl', 'supersonic', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'haze', 'reflect', 'bide', 'mirror-move', 'swift', 'skull-bash', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'feint-attack', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'sunny-day', 'uproar', 'facade', 'knock-off', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'acupressure', 'assurance', 'brave-bird', 'captivate', 'double-hit', 'round', 'echoed-voice', 'work-up', 'confide', 'lunge']",69,"{'run-away': False, 'early-bird': False, 'tangled-feet': True}"
dodrio,"['normal', 'flying']",85,180.0,"{'hp': 60, 'attack': 110, 'defense': 70, 'special-attack': 60, 'special-defense': 60, 'speed': 110}","['swords-dance', 'wing-attack', 'whirlwind', 'fly', 'jump-kick', 'headbutt', 'fury-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'growl', 'supersonic', 'hyper-beam', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'mirror-move', 'swift', 'skull-bash', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'sunny-day', 'uproar', 'torment', 'facade', 'taunt', 'knock-off', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'acupressure', 'payback', 'giga-impact', 'captivate', 'double-hit', 'round', 'echoed-voice', 'work-up', 'confide', 'lunge', 'stomping-tantrum']",70,"{'run-away': False, 'early-bird': False, 'tangled-feet': True}"
seel,['water'],90,110.0,"{'hp': 65, 'attack': 45, 'defense': 55, 'special-attack': 45, 'special-defense': 70, 'speed': 45}","['pay-day', 'slam', 'headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'peck', 'strength', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'lick', 'waterfall', 'skull-bash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'perish-song', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'megahorn', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'fake-out', 'stockpile', 'spit-up', 'swallow', 'hail', 'facade', 'helping-hand', 'secret-power', 'dive', 'signal-beam', 'icicle-spear', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-ring', 'aqua-tail', 'ice-shard', 'captivate', 'aqua-jet', 'entrainment', 'round', 'echoed-voice', 'drill-run', 'belch', 'confide', 'smart-strike']",74,"{'thick-fat': False, 'hydration': False, 'ice-body': True}"
dewgong,"['water', 'ice']",120,170.0,"{'hp': 90, 'attack': 70, 'defense': 80, 'special-attack': 70, 'special-defense': 95, 'speed': 70}","['pay-day', 'headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'growl', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'strength', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'waterfall', 'skull-bash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'megahorn', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'fake-out', 'hail', 'facade', 'helping-hand', 'secret-power', 'dive', 'signal-beam', 'sheer-cold', 'water-pulse', 'brine', 'natural-gift', 'fling', 'aqua-ring', 'aqua-tail', 'giga-impact', 'avalanche', 'ice-shard', 'captivate', 'aqua-jet', 'round', 'echoed-voice', 'frost-breath', 'drill-run', 'confide', 'smart-strike', 'liquidation']",68,"{'thick-fat': False, 'hydration': False, 'ice-body': True}"
grimer,['poison'],30,90.0,"{'hp': 80, 'attack': 80, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 25}","['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'body-slam', 'take-down', 'disable', 'flamethrower', 'strength', 'mega-drain', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'minimize', 'confuse-ray', 'haze', 'bide', 'metronome', 'self-destruct', 'lick', 'smog', 'sludge', 'fire-blast', 'poison-gas', 'acid-armor', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'torment', 'memento', 'facade', 'taunt', 'helping-hand', 'imprison', 'secret-power', 'rock-tomb', 'shadow-punch', 'mud-shot', 'shock-wave', 'natural-gift', 'payback', 'fling', 'poison-jab', 'drain-punch', 'shadow-sneak', 'mud-bomb', 'zen-headbutt', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'acid-spray', 'round', 'hex', 'incinerate', 'belch', 'confide', 'infestation', 'power-up-punch', 'tera-blast']",94,"{'stench': False, 'sticky-hold': False, 'poison-touch': True}"
muk,['poison'],30,120.0,"{'hp': 105, 'attack': 105, 'defense': 75, 'special-attack': 65, 'special-defense': 100, 'speed': 50}","['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'body-slam', 'take-down', 'disable', 'flamethrower', 'hyper-beam', 'strength', 'mega-drain', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'minimize', 'confuse-ray', 'haze', 'bide', 'metronome', 'self-destruct', 'smog', 'sludge', 'fire-blast', 'swift', 'poison-gas', 'acid-armor', 'explosion', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'torment', 'memento', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'knock-off', 'imprison', 'secret-power', 'rock-tomb', 'block', 'mud-shot', 'shock-wave', 'natural-gift', 'payback', 'fling', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'giga-impact', 'mud-bomb', 'zen-headbutt', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'acid-spray', 'round', 'hex', 'incinerate', 'belch', 'moonblast', 'confide', 'venom-drench', 'infestation', 'power-up-punch', 'lunge', 'lash-out', 'tera-blast']",103,"{'stench': False, 'sticky-hold': False, 'poison-touch': True}"
shellder,['water'],4,30.0,"{'hp': 30, 'attack': 65, 'defense': 100, 'special-attack': 45, 'special-defense': 25, 'speed': 40}","['headbutt', 'tackle', 'take-down', 'double-edge', 'twineedle', 'leer', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'withdraw', 'barrier', 'reflect', 'bide', 'self-destruct', 'waterfall', 'clamp', 'swift', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'spikes', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'helping-hand', 'secret-power', 'dive', 'icicle-spear', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'payback', 'toxic-spikes', 'aqua-ring', 'avalanche', 'ice-shard', 'captivate', 'round', 'shell-smash', 'razor-shell', 'confide', 'liquidation', 'life-dew', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",75,"{'shell-armor': False, 'skill-link': False, 'overcoat': True}"
cloyster,"['water', 'ice']",132,150.0,"{'hp': 50, 'attack': 95, 'defense': 180, 'special-attack': 85, 'special-defense': 45, 'speed': 70}","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'twineedle', 'pin-missile', 'leer', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'withdraw', 'barrier', 'light-screen', 'reflect', 'bide', 'self-destruct', 'waterfall', 'clamp', 'swift', 'spike-cannon', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'spikes', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'torment', 'facade', 'helping-hand', 'secret-power', 'dive', 'weather-ball', 'signal-beam', 'icicle-spear', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'payback', 'toxic-spikes', 'poison-jab', 'giga-impact', 'avalanche', 'ice-shard', 'captivate', 'round', 'shell-smash', 'frost-breath', 'drill-run', 'razor-shell', 'icicle-crash', 'confide', 'smart-strike', 'liquidation', 'steel-roller', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",88,"{'shell-armor': False, 'skill-link': False, 'overcoat': True}"
gastly,"['ghost', 'poison']",0,130.0,"{'hp': 30, 'attack': 35, 'defense': 30, 'special-attack': 100, 'special-defense': 35, 'speed': 80}","['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'disable', 'mega-drain', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'hypnosis', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'haze', 'bide', 'self-destruct', 'lick', 'smog', 'dream-eater', 'poison-gas', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'perish-song', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'facade', 'taunt', 'trick', 'knock-off', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'astonish', 'natural-gift', 'payback', 'embargo', 'sucker-punch', 'poison-jab', 'dark-pulse', 'energy-ball', 'nasty-plot', 'trick-room', 'gunk-shot', 'captivate', 'ominous-wind', 'wonder-room', 'venoshock', 'telekinesis', 'sludge-wave', 'acid-spray', 'foul-play', 'round', 'clear-smog', 'ally-switch', 'hex', 'reflect-type', 'confide', 'dazzling-gleam', 'infestation', 'skitter-smack', 'poltergeist', 'corrosive-gas', 'tera-blast']",96,{'levitate': False}
haunter,"['ghost', 'poison']",0,160.0,"{'hp': 45, 'attack': 50, 'defense': 45, 'special-attack': 115, 'special-defense': 55, 'speed': 95}","['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'mega-drain', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'hypnosis', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'haze', 'bide', 'metronome', 'self-destruct', 'lick', 'smog', 'dream-eater', 'poison-gas', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'facade', 'taunt', 'trick', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'shadow-punch', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'focus-blast', 'energy-ball', 'nasty-plot', 'shadow-claw', 'trick-room', 'gunk-shot', 'captivate', 'ominous-wind', 'wonder-room', 'venoshock', 'telekinesis', 'sludge-wave', 'acid-spray', 'foul-play', 'round', 'ally-switch', 'hex', 'phantom-force', 'confide', 'dazzling-gleam', 'infestation', 'skitter-smack', 'poltergeist', 'corrosive-gas', 'tera-blast']",98,{'levitate': False}
gengar,"['ghost', 'poison']",40,150.0,"{'hp': 60, 'attack': 65, 'defense': 60, 'special-attack': 130, 'special-defense': 75, 'speed': 110}","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'mega-drain', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'hypnosis', 'rage', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'haze', 'bide', 'metronome', 'self-destruct', 'lick', 'smog', 'skull-bash', 'dream-eater', 'poison-gas', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'perish-song', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'brick-break', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'shadow-punch', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'shadow-claw', 'trick-room', 'gunk-shot', 'captivate', 'ominous-wind', 'wonder-room', 'venoshock', 'telekinesis', 'sludge-wave', 'acid-spray', 'foul-play', 'round', 'ally-switch', 'hex', 'reflect-type', 'phantom-force', 'confide', 'dazzling-gleam', 'infestation', 'power-up-punch', 'laser-focus', 'skitter-smack', 'poltergeist', 'corrosive-gas', 'tera-blast']",122,{'cursed-body': False}
onix,"['rock', 'ground']",210,880.0,"{'hp': 35, 'attack': 45, 'defense': 160, 'special-attack': 30, 'special-defense': 45, 'speed': 70}","['bind', 'slam', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'strength', 'rock-throw', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'bide', 'self-destruct', 'skull-bash', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'torment', 'facade', 'nature-power', 'taunt', 'secret-power', 'mud-sport', 'rock-tomb', 'sand-tomb', 'block', 'dragon-dance', 'rock-blast', 'gyro-ball', 'natural-gift', 'payback', 'rock-polish', 'dragon-pulse', 'earth-power', 'flash-cannon', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'bulldoze', 'dragon-tail', 'drill-run', 'rototiller', 'confide', 'high-horsepower', 'brutal-swing', 'stomping-tantrum', 'body-press', 'breaking-swipe', 'meteor-beam', 'scorching-sands']",89,"{'rock-head': False, 'sturdy': False, 'weak-armor': True}"
